Item_Weight,Item_MRP,Outlet_Location_Type,Item_Outlet_Sales,cbr_Item_Visibility,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Item_Type_Drinks,Item_Type_Food,Item_Type_Others,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
12.987879554655871,87.6198,3,2180.495,0.2980651554902959,1,0,0,1,0,0,1,0,0,0,0,1
13.35,230.6352,1,3435.528,0.468012588844896,1,0,0,1,0,0,0,1,0,1,0,0
9.8,126.002,3,2150.534,0.29932600542353494,1,0,0,1,0,1,0,0,0,1,0,0
13.6,192.9136,1,2527.3768,0.4902349948768742,1,0,0,1,0,0,1,0,0,1,0,0
21.35,259.9278,3,2225.19490385208,0.41036024455403186,1,0,0,1,0,0,1,0,0,0,1,0
12.15,126.5046,3,373.5138,0.34836754612077386,0,1,0,1,0,1,0,0,0,1,0,0
6.42,178.1002,3,358.2004,0.44730725405065075,1,0,0,1,0,0,0,0,1,0,0,0
19.6,153.3024,2,2428.8384,0.0,1,0,0,0,1,0,0,0,0,1,0,0
10.0,265.2226,2,5815.0972,0.2957915236732579,1,0,0,1,0,0,0,0,0,1,0,0
15.85,60.622,1,2576.646,0.49546936536460423,0,1,0,0,1,0,0,1,0,1,0,0
13.42606890459364,196.8794,1,780.3176,0.6344597434283528,0,1,0,1,0,0,0,1,1,0,0,0
7.39,143.8812,1,3134.5864,0.40772427866229244,1,0,0,0,1,0,0,1,0,1,0,0
10.195,141.5154,3,850.8924,0.542661588906306,1,0,0,1,0,1,0,0,0,1,0,0
9.895,117.0492,3,810.9444,0.30615767857190007,0,1,0,1,0,1,0,0,0,1,0,0
10.895,196.3794,2,3121.2704,0.4021582938898897,1,0,0,1,0,0,0,0,0,1,0,0
12.15,151.4708,2,4815.0656,0.30638184421707315,1,0,0,0,1,0,0,0,0,1,0,0
7.905,249.0408,3,6258.52,0.21582416674528612,1,0,0,1,0,0,1,0,0,0,1,0
9.195,106.1622,2,2117.244,0.36382077176594896,1,0,0,0,1,0,0,0,0,1,0,0
8.365,38.0506,1,796.9626,0.4159362362975544,1,0,1,0,0,0,1,0,0,1,0,0
15.1,194.511,1,4910.275,0.5577217216172505,1,0,0,1,0,0,0,1,0,1,0,0
12.305705009276437,180.0344,1,892.172,0.39382640922451356,1,0,0,1,0,0,0,1,1,0,0,0
10.0,246.9144,3,3185.1872,0.0,1,0,0,1,0,0,1,0,0,0,1,0
7.97,87.3514,2,1062.6168,0.34219778978808646,0,1,0,1,0,0,0,0,0,1,0,0
13.224769381746812,38.2848,3,484.7024,0.22951424893692002,1,0,0,1,0,0,1,0,0,0,0,1
12.867061281337046,51.0692,1,147.8076,0.5316667476843767,0,1,0,1,0,0,0,1,1,0,0,0
12.987879554655871,255.8356,3,2543.356,0.29630853739492374,1,0,0,1,0,0,1,0,0,0,0,1
17.7,185.4266,3,184.4266,0.5799566218053702,1,0,0,1,0,0,0,0,1,0,0,0
19.35,172.5738,2,4865.6664,0.32101958324252394,1,0,0,1,0,0,0,1,0,1,0,0
13.65,186.024,2,1118.544,0.42898707857691226,0,1,0,1,0,0,0,0,0,1,0,0
17.6,164.8526,2,2302.3364,0.346775156297658,1,0,1,0,0,0,0,0,0,1,0,0
8.645,95.841,1,2027.361,0.5234468297076211,1,0,0,0,1,0,0,1,0,1,0,0
15.6,170.1764,1,3435.528,0.47221240320580304,0,1,0,1,0,0,0,1,0,1,0,0
15.85,59.222,3,599.22,0.49533188775493947,0,1,0,0,1,1,0,0,0,1,0,0
18.25,164.7526,2,4604.6728,0.0,1,0,0,1,0,0,0,0,0,1,0,0
7.855,189.6188,2,2285.0256,0.22456615659648643,1,0,0,1,0,0,0,0,0,1,0,0
7.825,254.3698,1,5580.7356,0.5711918715022557,1,0,0,0,1,0,1,0,0,1,0,0
8.39,114.0176,1,2290.352,0.28927150086429076,0,1,0,1,0,0,0,1,0,1,0,0
12.85,172.3422,1,1207.0954,0.3214995247290706,1,0,0,1,0,0,1,0,0,1,0,0
12.277108208955223,89.9804,1,643.1628,0.4844839432454436,1,0,0,0,1,0,0,1,1,0,0,0
19.0,104.9622,2,1587.933,0.482825503824062,1,0,0,1,0,0,0,0,0,1,0,0
5.905,222.5456,2,5305.0944,0.0,1,0,0,1,0,0,0,0,0,1,0,0
7.76,101.87,1,1697.79,0.39007283539944987,1,0,0,1,0,0,0,1,0,1,0,0
11.8,180.3344,1,1427.4752,0.24151276532220062,0,1,0,1,0,0,0,1,0,1,0,0
16.75,187.9556,3,4693.89,0.3562967689085883,1,0,0,1,0,0,1,0,0,0,1,0
13.384736495388669,194.6136,1,583.2408,0.6645007344214255,1,0,0,0,1,0,0,1,1,0,0,0
12.277108208955223,171.3764,3,3091.9752,0.31542327912331825,0,1,0,0,1,0,1,0,0,0,0,1
15.5,177.0028,2,2479.4392,0.5018582320585342,0,1,0,1,0,0,0,0,0,1,0,0
6.055,160.992,2,2716.464,0.29396804224801343,1,0,0,1,0,0,0,1,0,1,0,0
12.768202247191013,155.963,3,3285.723,0.3392882370876916,0,1,0,1,0,0,1,0,0,0,0,1
6.305,95.6436,1,661.8052,0.4974749550955436,0,1,0,1,0,0,0,1,0,1,0,0
20.85,117.2808,1,1523.3504,0.3409202463387998,1,0,0,1,0,0,1,0,0,1,0,0
20.75,122.173,3,369.519,0.34319138370085367,1,0,0,1,0,0,0,0,1,0,0,0
8.895,39.9138,1,690.4346,0.47217957204243544,1,0,0,1,0,0,1,0,0,1,0,0
19.6,55.1614,2,1381.535,0.32386648909059046,1,0,1,0,0,0,0,0,0,1,0,0
19.7,57.893,2,622.523,0.3761302834318251,1,0,0,1,0,0,0,1,0,1,0,0
9.8,114.5492,2,1274.3412,0.28995919362417155,1,0,0,0,1,0,0,1,0,1,0,0
12.867061281337046,120.0414,1,487.3656,0.21337403330459875,1,0,0,1,0,0,0,1,1,0,0,0
12.15,246.046,1,1231.73,0.5083707613278814,1,0,0,1,0,0,1,0,0,1,0,0
8.75,187.4556,2,3755.112,0.42098989863355085,0,1,0,1,0,0,0,1,0,1,0,0
13.384736495388669,149.9708,3,4363.6532,0.30531191238881916,1,0,0,0,1,0,1,0,0,0,0,1
8.75,187.8556,1,1314.2892,0.4210164364881448,0,1,0,1,0,0,0,1,0,1,0,0
13.3,151.0708,2,1805.6496,0.399363746824673,1,0,0,1,0,0,0,0,0,1,0,0
12.987879554655871,178.5344,3,2854.9504,0.3577790970985846,0,1,0,1,0,0,1,0,0,0,0,1
8.31,179.1028,1,3896.2616,0.48749972106054607,0,1,0,1,0,0,1,0,0,1,0,0
16.75,38.7822,3,667.7974,0.29174847765800427,0,1,1,0,0,1,0,0,0,1,0,0
19.75,212.0902,3,3185.853,0.3240497973807702,1,0,0,1,0,0,1,0,0,0,1,0
17.1,141.1838,3,2247.7408,0.36029194425194244,0,1,0,1,0,1,0,0,0,1,0,0
10.5,163.121,3,1794.331,0.48850677165778256,0,1,0,0,1,1,0,0,0,1,0,0
6.635,121.3098,2,2530.7058,0.0,0,1,0,0,1,0,0,0,0,1,0,0
11.847459893048129,225.372,1,679.116,0.653413267818175,1,0,1,0,0,0,0,1,1,0,0,0
14.15,41.4138,3,812.276,0.3299289868623234,1,0,1,0,0,1,0,0,0,1,0,0
13.3,232.53,1,699.09,0.4305388341483052,1,0,0,1,0,0,0,1,0,1,0,0
8.89,102.4016,2,2732.4432,0.1765760331757497,1,0,0,1,0,0,0,0,0,1,0,0
12.81734421364985,176.937,1,176.437,0.40129857552529236,0,1,0,1,0,0,0,1,1,0,0,0
12.987879554655871,121.7098,3,4097.3332,0.4153163253331611,1,0,0,1,0,0,1,0,0,0,0,1
9.1,173.2054,2,3151.8972,0.0,0,1,0,1,0,0,0,0,0,1,0,0
7.5,239.0906,1,5942.265,0.31970571251486934,1,0,0,1,0,0,1,0,0,1,0,0
16.85,192.4478,2,4843.695,0.5437417923806249,0,1,0,1,0,0,0,0,0,1,0,0
7.485,109.0228,2,2542.0244,0.41037572141991013,1,0,0,1,0,0,0,1,0,1,0,0
11.6,140.3154,2,2552.6772,0.3453186302290704,1,0,1,0,0,0,0,0,0,1,0,0
11.65,227.0694,3,1141.847,0.34222642974172046,1,0,0,1,0,0,1,0,0,0,1,0
13.0,47.5034,2,680.4476,0.3280612430258323,1,0,0,0,1,0,0,0,0,1,0,0
12.65,159.0578,2,2085.9514,0.39794329091094705,1,0,1,0,0,0,0,0,0,1,0,0
20.25,92.512,3,186.424,0.5560637887667965,0,1,0,1,0,0,0,0,1,0,0,0
8.6,190.153,2,3036.048,0.34255835970741755,0,1,0,1,0,0,0,1,0,1,0,0
12.6,62.7194,2,866.8716,0.3660749296657309,1,0,0,1,0,0,0,0,0,1,0,0
17.7,95.041,2,868.869,0.22644151036653884,1,0,0,1,0,0,0,1,0,1,0,0
14.15,82.4276,1,1137.1864,0.5682652655289231,1,0,1,0,0,0,0,1,0,1,0,0
19.25,52.7956,2,928.1252,0.46776594665476845,1,0,0,1,0,0,0,0,0,1,0,0
8.88,151.7682,3,762.341,0.44261015185765323,1,0,1,0,0,1,0,0,0,1,0,0
20.5,40.2822,2,707.0796,0.32021842834334324,1,0,0,0,1,0,0,0,0,1,0,0
12.305705009276437,180.5976,3,2225.19490385208,0.3233563180835758,1,0,0,1,0,0,1,0,0,0,0,1
13.5,160.292,1,1438.128,0.41730152039229845,1,0,0,0,1,0,0,1,0,1,0,0
13.14231395348837,224.4404,3,2010.0002650000001,0.5245586531172571,1,0,0,0,1,0,1,0,0,0,0,1
8.89,101.7016,3,101.2016,0.20925827520781307,1,0,0,1,0,0,0,0,1,0,0,0
7.855,188.5188,3,952.094,0.2244482811668272,1,0,0,1,0,0,1,0,0,0,1,0
7.235,116.0492,1,1969.4364,0.42516603063170577,1,0,0,0,1,0,0,1,0,1,0,0
13.69073076923077,165.4526,3,5262.4832,0.3913929501085671,1,0,0,1,0,0,1,0,0,0,0,1
6.92,60.5852,2,1314.2892,0.33775937847832405,1,0,0,1,0,0,0,0,0,1,0,0
9.3,90.8172,2,535.3032,0.35090806649584566,1,0,0,1,0,0,0,0,0,1,0,0
18.5,132.1284,3,263.6568,0.3844366077908006,1,0,0,0,1,0,0,0,1,0,0,0
8.02,154.5972,2,1402.1748,0.27083738650081457,1,0,0,0,1,0,0,1,0,1,0,0
9.195,105.1622,2,1693.7952,0.3642593776826061,1,0,0,0,1,0,0,0,0,1,0,0
12.8,105.5938,2,2143.876,0.45015937564633135,1,0,0,0,1,0,0,0,0,1,0,0
16.6,177.6344,1,2676.516,0.30228651375969695,1,0,0,0,1,0,1,0,0,1,0,0
14.0,53.064,2,905.488,0.0,0,1,0,1,0,0,0,1,0,1,0,0
18.6,246.3802,1,2132.867743691589,0.3401497235615797,1,0,0,1,0,0,1,0,0,1,0,0
16.0,226.8404,2,6301.1312,0.39329775189642385,1,0,0,1,0,0,0,1,0,1,0,0
17.6,160.692,2,1597.92,0.43500639617142,1,0,0,0,1,0,0,1,0,1,0,0
21.25,178.237,2,529.311,0.537572896837492,1,0,0,1,0,0,0,1,0,1,0,0
7.235,117.5492,2,1969.4364,0.4251392300464472,1,0,0,0,1,0,0,1,0,1,0,0
14.6,50.3692,2,1034.6532,0.5329997043178489,1,0,1,0,0,0,0,0,0,1,0,0
13.85,161.521,3,1794.331,0.2962571116406586,0,1,0,1,0,0,1,0,0,0,1,0
13.65,197.6426,3,2768.3964,0.41833324120073667,0,1,0,1,0,0,1,0,0,0,1,0
11.847459893048129,31.29,3,898.83,0.3467272645341655,1,0,1,0,0,0,1,0,0,0,0,1
7.365,226.172,1,3169.208,0.34914143849966595,1,0,0,1,0,0,0,1,0,1,0,0
18.35,223.5746,3,3589.9936,0.24147903776947888,1,0,0,0,1,0,1,0,0,0,1,0
5.465,132.5626,3,262.3252,0.0,0,1,0,0,1,0,1,0,0,0,1,0
18.6,99.8358,2,1910.1802,0.5347530044535528,1,0,0,1,0,0,0,0,0,1,0,0
13.85,140.9154,2,1701.7848,0.314034243766945,1,0,1,0,0,0,0,0,0,1,0,0
14.0,154.5656,3,2471.4496,0.3923045148768173,0,1,0,1,0,1,0,0,0,1,0,0
14.0,54.764,3,1331.6,0.34738969637143347,0,1,0,1,0,1,0,0,0,1,0,0
13.224769381746812,97.0094,3,1808.9786,0.426107709691988,1,0,0,1,0,0,1,0,0,0,0,1
5.905,222.5456,3,3315.684,0.3578842228324056,1,0,0,1,0,0,1,0,0,0,1,0
7.27,114.2518,1,2618.5914,0.41423323652712496,1,0,1,0,0,0,0,1,0,1,0,0
6.155,214.556,1,2769.728,0.4557450595438139,0,1,0,1,0,0,0,1,0,1,0,0
19.5,233.4958,2,5375.0034,0.4265504393974488,0,1,1,0,0,0,0,0,0,1,0,0
15.2,216.8824,2,2838.9712,0.2773191289504938,1,0,0,1,0,0,0,0,0,1,0,0
12.15,125.0046,3,1743.0644,0.34893675698499765,0,1,0,1,0,0,1,0,0,0,1,0
13.384736495388669,198.8084,3,5555.4352,0.2946400896590819,1,0,0,0,1,0,1,0,0,0,0,1
12.6,61.9194,3,619.194,0.3658827697449685,1,0,0,1,0,0,1,0,0,0,1,0
14.5,164.821,2,2120.573,0.2690303029667383,1,0,0,0,1,0,0,1,0,1,0,0
16.6,173.0738,2,3823.0236,0.49720959221837524,1,0,0,1,0,0,0,0,0,1,0,0
11.8,151.4366,3,1360.2294,0.38568954293566526,0,1,0,1,0,1,0,0,0,1,0,0
13.1,178.8318,3,3969.4996,0.35345048911568194,0,1,0,1,0,1,0,0,0,1,0,0
17.7,115.1834,3,345.5502,0.6633267917392874,1,0,0,1,0,0,0,0,1,0,0,0
17.85,196.5794,3,585.2382,0.0,1,0,0,1,0,0,0,0,1,0,0,0
12.3,92.6804,2,1010.6844,0.40155648759336615,0,1,0,1,0,0,0,0,0,1,0,0
11.8,81.4618,3,161.1236,0.4615330404897456,1,0,0,0,1,0,0,0,1,0,0,0
11.847459893048129,42.1112,1,42.6112,0.5759102537884495,0,1,1,0,0,0,0,1,1,0,0,0
11.1,157.4604,2,3010.7476,0.5610154142876972,1,0,0,0,1,0,0,0,0,1,0,0
12.867061281337046,153.0656,3,6024.1584,0.39177894528612756,0,1,0,1,0,0,1,0,0,0,0,1
11.3,198.1426,2,988.713,0.19394035790141925,1,0,0,1,0,0,0,0,0,1,0,0
13.14231395348837,117.944,1,239.688,0.5045955811926521,1,0,0,0,1,0,0,1,1,0,0,0
5.75,112.8176,3,1374.2112,0.42191801526458683,0,1,0,1,0,1,0,0,0,1,0,0
12.277108208955223,226.8062,3,4739.8302,0.3668775611382317,0,1,0,0,1,0,1,0,0,0,0,1
11.35,100.0016,3,1012.016,0.3561256237206176,0,1,0,1,0,0,1,0,0,0,1,0
13.224769381746812,165.7526,1,657.8104,0.45493135864258,0,1,0,1,0,0,0,1,1,0,0,0
14.0,130.431,1,778.986,0.30690585519133995,1,0,0,0,1,0,1,0,0,1,0,0
19.75,179.766,2,2336.958,0.26236317464978415,0,1,0,1,0,0,0,0,0,1,0,0
6.525,85.0882,1,2233.0932,0.4488631286024758,1,0,0,0,1,0,1,0,0,1,0,0
10.3,103.9648,1,1661.8368,0.527043838851877,1,0,0,1,0,0,1,0,0,1,0,0
5.78,264.7568,1,4745.8224,0.4203329861197772,0,1,0,1,0,0,1,0,0,1,0,0
11.85,164.1526,2,3124.5994,0.3688611831352836,0,1,0,1,0,0,0,0,0,1,0,0
16.35,50.1324,3,467.3916,0.27426981608931245,1,0,0,1,0,0,1,0,0,0,1,0
13.384736495388669,182.5976,3,5070.7328,0.24992573794277168,1,0,0,0,1,0,1,0,0,0,0,1
10.5,37.6164,1,540.6296,0.3459267807021241,1,0,0,1,0,0,0,1,0,1,0,0
19.0,48.0718,1,992.7078,0.4599639685073036,0,1,0,1,0,0,0,1,0,1,0,0
14.6,238.8538,1,6008.845,0.3905777018017384,1,0,0,0,1,0,1,0,0,1,0,0
13.42606890459364,62.9194,3,2105.2596,0.4620820116398032,0,1,0,1,0,0,1,0,0,0,0,1
12.305705009276437,232.63,3,5359.69,0.4662208654801226,0,1,0,1,0,0,1,0,0,0,0,1
18.75,104.628,2,745.696,0.3736012030218022,1,0,0,0,1,0,0,0,0,1,0,0
5.26,161.8868,2,3275.736,0.3469517244669801,0,1,0,0,1,0,0,1,0,1,0,0
18.25,140.2154,2,1701.7848,0.37877766516505523,1,0,0,1,0,0,0,0,0,1,0,0
12.277108208955223,177.937,3,1952.9712070987655,0.42792671322111697,1,0,0,0,1,0,1,0,0,0,0,1
15.1,242.7512,1,4119.9704,0.37406062721193045,1,0,0,1,0,0,0,1,0,1,0,0
15.5,81.5934,3,327.5736,0.34888067447148474,0,1,0,0,1,0,0,0,1,0,0,0
13.65,45.7402,1,780.9834,0.40357807100188137,1,0,0,1,0,0,1,0,0,1,0,0
16.1,189.3846,2,3630.6074,0.28694013894771886,1,0,1,0,0,0,0,0,0,1,0,0
12.987879554655871,107.3622,1,317.5866,0.3723964440454012,0,1,0,1,0,0,0,1,1,0,0,0
12.85,39.7164,3,231.6984,0.5492488025706838,1,0,0,1,0,0,0,0,1,0,0,0
9.5,32.99,2,133.16,0.3472668677663485,1,0,1,0,0,0,0,1,0,1,0,0
13.8,245.1802,2,5650.6446,0.3872910718331892,1,0,0,1,0,0,0,1,0,1,0,0
5.78,263.7568,2,2636.568,0.0,0,1,0,1,0,0,0,0,0,1,0,0
19.7,96.0726,2,1272.3438,0.2996429604295743,1,0,0,0,1,0,0,0,0,1,0,0
14.65,161.5552,3,324.9104,0.0,1,0,0,0,1,0,0,0,1,0,0,0
6.67,130.0626,3,131.1626,0.5319834437627511,0,1,0,1,0,0,0,0,1,0,0,0
6.11,131.2968,3,260.9936,0.0,0,1,0,1,0,0,0,0,1,0,0,0
13.65,260.0936,3,260.9936,0.5129619113793313,0,1,0,1,0,0,0,0,1,0,0,0
17.2,160.6578,3,3690.5294,0.5385153434617377,1,0,0,1,0,1,0,0,0,1,0,0
6.32,40.2822,2,1139.1838,0.0,1,0,0,1,0,0,0,1,0,1,0,0
4.88,52.9298,1,1995.4026,0.5113417851997406,0,1,0,0,1,0,1,0,0,1,0,0
5.425,88.3514,2,1416.8224,0.48646336637885856,0,1,0,0,1,0,0,0,0,1,0,0
15.85,37.2506,1,265.6542,0.47918698743142935,0,1,0,1,0,0,0,1,0,1,0,0
7.5,121.7072,2,3552.7088,0.3709351678693247,1,0,0,1,0,0,0,0,0,1,0,0
12.65,161.5578,3,2406.867,0.39756429849997466,1,0,1,0,0,1,0,0,0,1,0,0
13.853284671532847,211.956,1,213.056,0.2577166078860228,1,0,0,0,1,0,0,1,1,0,0,0
20.75,124.173,3,2956.152,0.2889671222920278,1,0,0,1,0,1,0,0,0,1,0,0
13.42606890459364,152.134,1,153.134,0.3678003776153717,1,0,0,1,0,0,0,1,1,0,0,0
9.0,79.7644,2,1649.8524,0.0,1,0,0,1,0,0,0,1,0,1,0,0
12.305705009276437,181.9292,3,3101.2964,0.4665624674386528,1,0,0,1,0,0,1,0,0,0,0,1
13.384736495388669,165.6526,3,4769.1254,0.1812022808978886,1,0,0,0,1,0,1,0,0,0,0,1
12.552843137254904,170.4764,3,3435.528,0.5187063008623936,0,1,0,1,0,0,1,0,0,0,0,1
14.1,86.4198,2,1133.8574,0.5013771288831413,1,0,0,1,0,0,0,0,0,1,0,0
7.55,152.334,2,2603.278,0.30060868638990035,1,0,0,1,0,0,0,1,0,1,0,0
13.0,45.406,1,605.878,0.4631125992844093,1,0,0,0,1,0,0,1,0,1,0,0
11.400327868852461,192.8846,3,2293.0152,0.35189088172488536,1,0,1,0,0,0,1,0,0,0,0,1
12.987879554655871,118.7782,1,119.1782,0.4357537150993195,0,1,0,1,0,0,0,1,1,0,0,0
12.3,92.9804,3,1929.4884,0.40117405478357426,0,1,0,1,0,1,0,0,0,1,0,0
12.987879554655871,109.8912,3,2074.6328,0.438913588670867,1,0,0,1,0,0,1,0,0,0,0,1
13.14231395348837,79.9618,3,241.6854,0.3880901697294957,1,0,0,0,1,0,1,0,0,0,0,1
17.25,251.3724,2,2258.78430021978,0.48452418705309186,1,0,0,0,1,0,0,0,0,1,0,0
15.85,42.7112,2,639.168,0.2741450516901718,1,0,0,0,1,0,0,0,0,1,0,0
18.85,192.1846,2,3248.4382,0.37335869583931025,1,0,0,0,1,0,0,1,0,1,0,0
16.35,227.6062,2,2289.0095915584416,0.3974091487054157,0,1,0,1,0,0,0,0,0,1,0,0
14.1,229.0668,2,3225.1352,0.44475770507192425,1,0,0,1,0,0,0,1,0,1,0,0
7.905,249.0408,2,3755.112,0.2155183096075788,1,0,0,1,0,0,0,1,0,1,0,0
12.0,179.3976,3,3440.8544,0.3237900986393939,1,0,0,1,0,1,0,0,0,1,0,0
12.15,163.4552,2,974.7312,0.38800798421236143,0,1,0,1,0,0,0,1,0,1,0,0
10.1,75.367,1,535.969,0.30039377550262847,1,0,0,1,0,0,1,0,0,1,0,0
17.5,262.491,2,5259.82,0.3000847279201976,1,0,0,1,0,0,0,0,0,1,0,0
13.42606890459364,152.034,1,306.268,0.3874286436766883,1,0,0,1,0,0,0,1,1,0,0,0
17.1,112.3886,3,1779.0176,0.5051960301595457,1,0,0,1,0,0,1,0,0,0,1,0
7.785,61.451,1,759.012,0.44621735603258733,1,0,0,1,0,0,1,0,0,1,0,0
11.8,125.9704,3,1877.556,0.4540018209737618,0,1,0,1,0,1,0,0,0,1,0,0
13.15,171.8764,2,3779.0808,0.5492493097397915,0,1,0,1,0,0,0,0,0,1,0,0
12.867061281337046,41.5796,1,41.2796,0.5294245837610111,1,0,0,1,0,0,0,1,1,0,0,0
8.5,51.1324,2,259.662,0.4617300853997157,1,0,0,1,0,0,0,0,0,1,0,0
8.645,96.341,3,193.082,0.5233015905215195,1,0,0,0,1,1,0,0,0,1,0,0
17.6,110.9202,2,1687.803,0.42409488205291324,0,1,0,1,0,0,0,0,0,1,0,0
9.1,127.5362,2,4655.9394,0.5594546508510029,1,0,0,0,1,0,0,0,0,1,0,0
12.8,225.9404,3,4950.8888,0.286478907305848,0,1,0,1,0,1,0,0,0,1,0,0
7.63,95.4436,2,1418.154,0.3937631771856153,1,0,1,0,0,0,0,1,0,1,0,0
9.285,246.4144,2,1225.072,0.3673169483422983,0,1,0,1,0,0,0,0,0,1,0,0
13.6,231.03,2,5359.69,0.49244388411284645,0,1,0,1,0,0,0,0,0,1,0,0
8.895,176.237,2,1764.37,0.41706495086374834,1,0,0,1,0,0,0,0,0,1,0,0
16.35,195.211,3,2553.343,0.44894704924323003,1,0,0,0,1,1,0,0,0,1,0,0
17.6,43.3454,3,1006.6896,0.3831435334290523,1,0,0,1,0,1,0,0,0,1,0,0
7.975,85.225,3,1081.925,0.2445150646661901,1,0,0,0,1,1,0,0,0,1,0,0
15.85,36.7164,2,308.9312,0.35163621917185095,1,0,0,1,0,0,0,0,0,1,0,0
15.7,178.666,3,2516.724,0.3561267827901114,1,0,0,1,0,1,0,0,0,1,0,0
8.985,128.831,1,1428.141,0.3867026428905421,0,1,0,1,0,0,0,1,0,1,0,0
20.35,260.1594,3,2093.2752,0.44713365937949995,1,0,0,1,0,1,0,0,0,1,0,0
6.59,85.6908,3,1929.4884,0.47253114582444516,1,0,0,1,0,1,0,0,0,1,0,0
19.85,264.0884,2,5829.7448,0.17362628427220717,1,0,0,1,0,0,0,1,0,1,0,0
